"Storey","IFC Type","Element Name","CompositeKey","EA","SF","LF","CY"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792312","0:37129","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792313","0:37162","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792314","0:37195","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792315","0:37228","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792316","0:37261","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792317","0:37294","1","","73.00","0.41"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792318","0:37327","1","","73.00","0.41"
"L3","IFCBEAM","SF_Steel L Angle:_Size:792326","0:37473","1","","31.30","0.14"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792338","0:37577","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792339","0:37610","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792340","0:37642","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792341","0:37674","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792342","0:37706","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792343","0:37738","1","","52.90","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792344","0:37770","1","","52.90","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792353","0:37915","1","","53.02","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792354","0:37948","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792355","0:37980","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792356","0:38012","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792357","0:38044","1","","53.31","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792358","0:38075","1","","53.31","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792359","0:38217","1","","53.31","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792360","0:38248","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792361","0:38280","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792362","0:38312","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792363","0:38344","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792364","0:38376","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792365","0:38408","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792366","0:38440","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792367","0:38472","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792368","0:38504","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792369","0:38536","1","","53.45","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792370","0:38567","1","","53.45","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792371","0:38598","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792372","0:38630","1","","54.82","0.30"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:792373","0:38662","1","","54.82","0.30"
"L4","IFCBEAM","W Shapes:W18x55:793001","0:39060","1","","64.39","2.76"
"L4","IFCBEAM","W Shapes:W18x55:793002","0:39093","1","","66.98","2.91"
"L4","IFCBEAM","W Shapes:W18x55:793003","0:39125","1","","56.87","2.39"
"L4","IFCBEAM","W Shapes:W18x55:793004","0:39158","1","","79.07","3.27"
"L4","IFCBEAM","W Shapes:W18x55:793006","0:39191","1","","95.14","4.10"
"L4","IFCBEAM","W Shapes:W18x55:793007","0:39224","1","","78.74","3.34"
"L4","IFCBEAM","W Shapes:W18x55:793008","0:39257","1","","66.16","2.83"
"L4","IFCBEAM","W Shapes:W18x55:793009","0:39290","1","","55.23","2.39"
"L4","IFCBEAM","W Shapes:W18x55:793010","0:39322","1","","53.89","2.22"
"L4","IFCBEAM","W Shapes:W18x55:793011","0:39354","1","","54.82","2.33"
"L4","IFCBEAM","W Shapes:W18x86:793012","0:39386","1","","49.90","3.28"
"L4","IFCBEAM","W Shapes:W18x55:793013","0:39417","1","","95.14","4.04"
"L4","IFCBEAM","W Shapes:W18x55:793014","0:39450","1","","66.16","2.78"
"L4","IFCBEAM","W Shapes:W18x55:793015","0:39483","1","","56.87","2.34"
"L4","IFCBEAM","W Shapes:W18x55:793016","0:39517","1","","98.64","4.10"
"L4","IFCBEAM","W Shapes:W18x55:793017","0:39551","1","","74.18","3.07"
"L4","IFCBEAM","W Shapes:W18x55:793018","0:39584","1","","55.29","2.25"
"L4","IFCBEAM","W Shapes:W18x55:793019","0:39617","1","","50.33","2.03"
"L4","IFCBEAM","W Shapes:W18x55:793020","0:39650","1","","42.90","1.72"
"L4","IFCBEAM","W Shapes:W18x55:793021","0:39682","1","","62.09","2.50"
"L4","IFCBEAM","W Shapes:W18x55:793022","0:39715","1","","64.39","2.73"
"L4","IFCBEAM","W Shapes:W18x55:793023","0:39748","1","","78.74","3.29"
"L4","IFCBEAM","W Shapes:W18x55:793024","0:39780","1","","66.16","2.78"
"L4","IFCBEAM","W Shapes:W18x55:793025","0:39813","1","","56.87","2.34"
"L4","IFCBEAM","W Shapes:W18x55:793026","0:39846","1","","69.38","2.81"
"L4","IFCBEAM","W Shapes:W18x55:793027","0:39879","1","","49.90","2.09"
"L4","IFCBEAM","W Shapes:W18x55:793028","0:39910","1","","49.90","2.09"
"L4","IFCBEAM","W Shapes:W18x55:793029","0:39941","1","","22.36","0.86"
"L4","IFCBEAM","W Shapes:W18x55:793030","0:39973","1","","50.17","2.01"
"L4","IFCBEAM","W Shapes:W18x55:793031","0:40004","1","","50.17","2.01"
"L4","IFCBEAM","W Shapes:W18x55:793032","0:40035","1","","50.17","2.01"
"L4","IFCBEAM","W Shapes:W18x55:793033","0:40066","1","","95.14","4.10"
"L4","IFCBEAM","W Shapes:W18x55:793034","0:40099","1","","66.16","2.83"
"L4","IFCBEAM","W Shapes:W18x55:793035","0:40132","1","","56.87","2.38"
"L4","IFCBEAM","W Shapes:W18x55:793036","0:40165","1","","25.84","0.91"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793044","0:40193","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793045","0:40226","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793046","0:40258","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793047","0:40290","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793048","0:40322","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793049","0:40354","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793050","0:40386","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793058","0:40418","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793059","0:40450","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793060","0:40481","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793061","0:40512","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793062","0:40543","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793063","0:40574","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793064","0:40605","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793075","0:40636","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793076","0:40668","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793077","0:40699","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793078","0:40730","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793079","0:40761","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793080","0:40792","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793081","0:40823","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793082","0:40854","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793083","0:40885","1","","48.67","0.26"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793101","0:40916","1","","43.16","0.23"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793102","0:40949","1","","43.86","0.23"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793103","0:40981","1","","44.58","0.24"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793104","0:41013","1","","45.28","0.24"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793105","0:41045","1","","45.98","0.25"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793113","0:41077","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793114","0:41110","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793115","0:41142","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793116","0:41174","1","","49.90","0.27"
"L4","IFCBEAM","W Shapes:W18x55:793117","0:41210","1","","73.55","3.08"
"L4","IFCBEAM","W Shapes:W18x55:793118","0:41242","1","","47.85","2.07"
"L4","IFCBEAM","W Shapes:W18x55:793119","0:41273","1","","54.82","2.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793120","0:41301","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793121","0:41334","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793122","0:41366","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793123","0:41398","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793124","0:41430","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793125","0:41462","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793126","0:41494","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793127","0:41526","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793128","0:41558","1","","49.90","0.27"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793157","0:41590","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793158","0:41624","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793159","0:41657","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793160","0:41690","1","","73.00","0.41"
"L4","IFCBEAM","W Shapes:W18x55:793169","0:41727","1","","47.85","2.07"
"L4","IFCBEAM","W Shapes:W8x10:793170","0:41758","1","","23.35","0.16"
"L4","IFCBEAM","W Shapes:W18x55:793171","0:41789","1","","46.21","1.94"
"L4","IFCBEAM","W Shapes:W8x10:793180","0:41820","1","","27.61","0.20"
"L4","IFCBEAM","W Shapes:W8x10:793181","0:41852","1","","27.61","0.20"
"L4","IFCBEAM","W Shapes:W8x10:793182","0:41883","1","","27.61","0.20"
"L4","IFCBEAM","W Shapes:W8x10:793183","0:41914","1","","10.87","0.08"
"L4","IFCBEAM","W Shapes:W8x10:793184","0:41944","1","","10.66","0.08"
"L4","IFCBEAM","W Shapes:W8x10:793185","0:41974","1","","9.82","0.06"
"L4","IFCBEAM","C Shapes:C8X11.5:793186","0:42018","1","","6.56","0.05"
"L4","IFCBEAM","C Shapes:C8X11.5:793189","0:43501","1","","25.53","0.23"
"L4","IFCBEAM","C Shapes:C8X11.5:793190","0:43538","1","","9.57","0.09"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793191","0:43564","1","","31.44","0.15"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793192","0:43597","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793193","0:43630","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793194","0:43663","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793195","0:43696","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793196","0:43729","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793197","0:43762","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793198","0:43795","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793199","0:43828","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793200","0:43861","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793201","0:43894","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793202","0:43927","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793203","0:43960","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793204","0:43993","1","","73.00","0.41"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793205","0:44026","1","","73.00","0.41"
"L4","IFCBEAM","SF_Steel L Angle:_Size:793213","0:44172","1","","31.30","0.14"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793225","0:44276","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793226","0:44309","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793227","0:44341","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793228","0:44373","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793229","0:44405","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793230","0:44437","1","","52.90","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793231","0:44469","1","","52.90","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793240","0:44503","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793241","0:44536","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793242","0:44568","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793243","0:44600","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793244","0:44632","1","","53.31","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793245","0:44663","1","","53.31","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793246","0:44694","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793247","0:44726","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793248","0:44758","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793249","0:44790","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793250","0:44822","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793251","0:44854","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793252","0:44886","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793253","0:44918","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793254","0:44950","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793255","0:44982","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793256","0:45014","1","","53.45","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793257","0:45045","1","","53.45","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793258","0:45076","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793259","0:45108","1","","54.82","0.30"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793260","0:45140","1","","54.82","0.30"
"L3","IFCBEAM","W Shapes:W18x55:793591","0:45176","1","","78.19","3.29"
"L3","IFCBEAM","W Shapes:W18x55:793664","0:45209","1","","78.19","3.34"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793693","0:45349","1","","48.67","0.26"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793694","0:45381","1","","48.67","0.26"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793695","0:45412","1","","48.67","0.26"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793696","0:45443","1","","48.67","0.26"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793697","0:45474","1","","48.67","0.26"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793753","0:45616","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793754","0:45649","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793755","0:45681","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793756","0:45713","1","","49.90","0.27"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:16K6:793757","0:45745","1","","49.90","0.27"
"L3","IFCBEAM","W Shapes:W18x55:795769","0:46120","1","","67.94","2.84"
"L3","IFCBEAM","W Shapes:W18x55:795770","0:46153","1","","68.08","2.85"
"L3","IFCBEAM","W Shapes:W18x55:795771","0:46186","1","","30.21","1.25"
"L3","IFCBEAM","W Shapes:W18x86:795772","0:46217","1","","68.08","4.54"
"L3","IFCBEAM","W Shapes:W18x86:795773","0:46248","1","","68.08","4.57"
"L3","IFCBEAM","W Shapes:W18x86:795777","0:46279","1","","30.21","2.00"
"L3","IFCBEAM","W Shapes:W30x235:795779","0:46310","1","","202.59","37.70"
"L3","IFCBEAM","W Shapes:W12X26:795780","0:46344","1","","51.53","1.00"
"L3","IFCBEAM","W Shapes:W12X26:795781","0:46377","1","","29.60","0.54"
"L3","IFCBEAM","W Shapes:W18x55:795782","0:46409","1","","54.27","2.35"
"L3","IFCBEAM","W Shapes:W12X26:795783","0:46440","1","","49.89","1.04"
"L3","IFCBEAM","W Shapes:W8x10:795791","0:46471","1","","35.08","0.25"
"L3","IFCBEAM","W Shapes:W8x10:795792","0:46503","1","","40.57","0.30"
"L3","IFCBEAM","W Shapes:W8x10:795793","0:46534","1","","46.05","0.34"
"L3","IFCBEAM","W Shapes:W12X26:795794","0:46565","1","","51.41","1.00"
"L3","IFCBEAM","W Shapes:W12X26:795795","0:46598","1","","29.60","0.54"
"L3","IFCBEAM","W Shapes:W12X26:795796","0:46631","1","","49.62","1.04"
"L3","IFCBEAM","W Shapes:W8x10:795804","0:46662","1","","35.05","0.25"
"L3","IFCBEAM","W Shapes:W8x10:795805","0:46694","1","","40.50","0.30"
"L3","IFCBEAM","W Shapes:W8x10:795806","0:46725","1","","45.95","0.34"
"L3","IFCBEAM","W Shapes:W12X26:795807","0:46756","1","","29.60","0.54"
"L3","IFCBEAM","W Shapes:W12X26:795808","0:46789","1","","49.62","1.04"
"L3","IFCBEAM","W Shapes:W18x55:795822","0:46819","1","","20.28","0.84"
"L3","IFCBEAM","W Shapes:W18x55:795823","0:46849","1","","24.88","1.02"
"L3","IFCBEAM","W Shapes:W18x55:795824","0:46879","1","","20.23","0.83"
"L3","IFCBEAM","W Shapes:W18x55:795825","0:46910","1","","24.06","1.02"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795835","0:46937","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795836","0:46970","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795837","0:47002","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795838","0:47034","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795839","0:47066","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795840","0:47098","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795841","0:47130","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795842","0:47162","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795843","0:47194","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795844","0:47226","1","","73.00","0.40"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795854","0:47270","1","","52.90","0.28"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795855","0:47302","1","","52.90","0.28"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795856","0:47333","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795857","0:47365","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795858","0:47397","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795859","0:47429","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795860","0:47461","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795861","0:47493","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795862","0:47525","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795863","0:47557","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795864","0:47589","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795865","0:47621","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795866","0:47653","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795867","0:47685","1","","54.82","0.29"
"L3","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:795868","0:47717","1","","54.82","0.29"
"L3","IFCBEAM","W Shapes:W12X26:796216","0:47756","1","","20.96","0.31"
"L3","IFCBEAM","W Shapes:W8x10:796601","0:47788","1","","35.05","0.25"
"L3","IFCBEAM","W Shapes:W8x10:796603","0:47822","1","","40.50","0.29"
"L3","IFCBEAM","W Shapes:W8x10:796605","0:47855","1","","45.95","0.35"
"L4","IFCBEAM","W Shapes:W18x55:797178","0:47939","1","","67.94","2.84"
"L4","IFCBEAM","W Shapes:W18x55:797179","0:47972","1","","68.08","2.85"
"L4","IFCBEAM","W Shapes:W18x55:797180","0:48005","1","","30.21","1.25"
"L4","IFCBEAM","W Shapes:W18x86:797181","0:48036","1","","68.08","4.54"
"L4","IFCBEAM","W Shapes:W18x86:797182","0:48067","1","","68.08","4.57"
"L4","IFCBEAM","W Shapes:W18x86:797185","0:48098","1","","30.21","2.00"
"L4","IFCBEAM","W Shapes:W30x235:797187","0:48129","1","","202.59","37.70"
"L4","IFCBEAM","W Shapes:W12X26:797188","0:48163","1","","43.87","0.84"
"L4","IFCBEAM","W Shapes:W12X26:797189","0:48196","1","","21.95","0.38"
"L4","IFCBEAM","W Shapes:W18x55:797190","0:48228","1","","54.27","2.35"
"L4","IFCBEAM","W Shapes:W12X26:797191","0:48259","1","","49.89","1.04"
"L4","IFCBEAM","W Shapes:W8x10:797199","0:48290","1","","27.43","0.19"
"L4","IFCBEAM","W Shapes:W8x10:797200","0:48322","1","","32.91","0.24"
"L4","IFCBEAM","W Shapes:W8x10:797201","0:48353","1","","38.39","0.28"
"L4","IFCBEAM","W Shapes:W12X26:797202","0:48384","1","","43.87","0.84"
"L4","IFCBEAM","W Shapes:W12X26:797203","0:48417","1","","21.95","0.38"
"L4","IFCBEAM","W Shapes:W12X26:797204","0:48450","1","","49.89","1.04"
"L4","IFCBEAM","W Shapes:W8x10:797212","0:48481","1","","27.43","0.19"
"L4","IFCBEAM","W Shapes:W8x10:797213","0:48513","1","","32.91","0.24"
"L4","IFCBEAM","W Shapes:W8x10:797214","0:48544","1","","38.39","0.28"
"L4","IFCBEAM","W Shapes:W12X26:797215","0:48575","1","","21.95","0.38"
"L4","IFCBEAM","W Shapes:W12X26:797216","0:48608","1","","49.62","1.04"
"L4","IFCBEAM","W Shapes:W18x55:797227","0:48638","1","","20.28","0.84"
"L4","IFCBEAM","W Shapes:W18x55:797228","0:48668","1","","24.88","1.02"
"L4","IFCBEAM","W Shapes:W18x55:797229","0:48698","1","","20.23","0.83"
"L4","IFCBEAM","W Shapes:W18x55:797230","0:48729","1","","24.06","1.02"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797240","0:48756","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797241","0:48789","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797242","0:48821","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797243","0:48853","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797244","0:48885","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797245","0:48917","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797246","0:48949","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797247","0:48981","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797248","0:49013","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797249","0:49045","1","","73.00","0.40"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797258","0:49089","1","","52.90","0.28"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797259","0:49121","1","","52.90","0.28"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797260","0:49152","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797261","0:49184","1","","54.82","0.29"
"L4","IFCBEAM","K-Series Bar Joist-Angle Web:20K6:797262","0:49216","1","","54.82","0.29"
